,y,y_test
2140,3,6
2141,6,4
2142,1,0
2143,1,0
2144,3,3
2145,6,4
2146,0,3
2147,6,6
2148,1,0
2149,1,0
2150,1,3
2151,6,3
2152,3,6
2153,7,0
2154,1,3
2155,1,0
2156,2,6
2157,0,4
2158,7,6
2159,2,6
2160,8,6
2161,3,6
2162,3,6
2163,1,0
2164,1,0
2165,4,6
2166,5,6
2167,6,4
2168,1,0
2169,3,6
2170,1,0
2171,9,6
2172,4,6
2173,1,0
2174,5,0
2175,1,3
2176,6,6
2177,1,0
2178,0,0
2179,1,0
2180,0,0
2181,5,6
2182,1,0
2183,4,6
2184,5,6
2185,6,6
2186,1,3
2187,1,0
2188,1,0
2189,1,3
2190,6,4
2191,4,6
2192,1,0
2193,6,4
2194,6,3
2195,7,0
2196,0,6
2197,1,0
2198,2,0
2199,4,0
2200,3,3
2201,0,3
2202,1,3
2203,1,0
2204,7,4
2205,0,6
2206,2,0
2207,4,4
2208,7,4
2209,6,4
2210,7,6
2211,2,0
2212,6,4
2213,1,3
2214,5,6
2215,6,3
2216,1,0
2217,1,0
2218,1,3
2219,5,0
2220,4,6
2221,1,0
2222,3,6
2223,3,4
2224,7,6
2225,1,0
2226,7,0
2227,3,0
2228,1,0
2229,5,6
2230,5,6
2231,1,0
2232,1,0
2233,3,6
2234,5,0
2235,4,6
2236,4,0
2237,1,0
2238,4,6
2239,4,0
2240,3,3
2241,1,0
2242,1,0
2243,4,0
2244,7,0
2245,3,3
2246,3,0
2247,3,6
2248,1,0
2249,3,0
2250,1,3
2251,1,0
2252,7,0
2253,3,6
2254,0,4
2255,4,6
2256,4,4
2257,6,4
2258,4,6
2259,3,3
2260,4,6
2261,1,3
2262,6,4
2263,8,0
2264,4,6
2265,0,0
2266,3,0
2267,7,4
2268,1,0
2269,7,6
2270,6,4
2271,4,6
2272,7,0
2273,3,6
2274,1,0
2275,6,6
2276,7,0
2277,4,3
2278,3,6
2279,5,6
2280,5,6
2281,4,0
2282,4,6
2283,1,0
2284,3,3
2285,7,0
2286,2,6
2287,1,0
2288,0,3
2289,2,6
2290,1,0
2291,6,3
2292,1,3
2293,6,3
2294,2,6
2295,2,6
2296,1,0
2297,4,6
2298,1,0
2299,2,6
2300,2,6
2301,7,6
2302,0,4
2303,3,6
2304,5,4
2305,4,3
2306,5,6
2307,0,6
2308,1,0
2309,5,6
2310,2,6
2311,3,6
2312,1,3
2313,2,6
2314,1,6
2315,2,6
2316,1,0
2317,1,0
2318,5,0
2319,1,0
2320,3,0
2321,2,6
2322,2,0
2323,1,0
2324,5,4
2325,4,0
2326,6,3
2327,5,6
2328,1,6
2329,1,0
2330,4,3
2331,1,3
2332,5,0
2333,7,0
2334,0,4
2335,6,0
2336,7,4
2337,1,0
2338,1,0
2339,7,4
2340,1,3
2341,1,0
2342,1,0
2343,1,0
2344,3,6
2345,1,0
2346,6,6
2347,2,0
2348,1,0
2349,3,3
2350,2,6
2351,1,0
2352,5,0
2353,5,6
2354,1,6
2355,1,0
2356,7,0
2357,3,6
2358,1,0
2359,2,6
2360,4,0
2361,2,0
2362,1,0
2363,6,0
2364,7,0
2365,4,0
2366,2,0
2367,5,6
2368,6,3
2369,2,6
2370,1,6
2371,8,6
2372,1,0
2373,1,0
2374,1,0
2375,7,4
2376,2,0
2377,7,0
2378,2,6
2379,3,6
2380,7,0
2381,4,4
2382,3,3
2383,6,4
2384,2,6
2385,0,4
2386,4,0
2387,1,0
2388,1,0
2389,5,6
2390,7,0
2391,1,0
2392,6,3
2393,1,0
2394,3,6
2395,6,4
2396,5,0
2397,1,0
2398,6,4
2399,1,0
2400,4,6
2401,1,3
2402,1,0
2403,5,6
2404,4,6
2405,6,4
2406,7,0
2407,2,0
2408,4,0
2409,5,6
2410,1,3
2411,4,6
2412,4,6
2413,1,0
2414,5,6
2415,6,3
2416,1,0
2417,4,6
2418,2,0
2419,6,4
2420,1,6
2421,1,0
2422,0,3
2423,1,0
2424,2,0
2425,3,6
2426,6,4
2427,1,3
2428,5,0
2429,0,4
2430,5,0
2431,6,4
2432,5,6
2433,3,6
2434,5,6
2435,3,3
2436,0,4
2437,0,4
2438,1,0
2439,1,3
2440,1,0
2441,6,6
2442,1,0
2443,0,0
2444,4,6
2445,4,6
2446,5,6
2447,2,6
2448,3,3
2449,6,6
2450,8,6
2451,4,3
2452,4,6
2453,3,3
2454,1,0
2455,1,0
2456,1,0
2457,3,3
2458,1,0
2459,5,4
2460,1,3
2461,4,4
2462,1,3
2463,4,6
2464,2,6
2465,4,6
2466,2,6
2467,0,6
2468,1,0
2469,1,0
2470,2,6
2471,4,6
2472,5,0
2473,1,6
2474,5,6
2475,4,3
2476,4,6
2477,1,0
2478,1,0
2479,0,0
2480,1,0
2481,1,0
2482,1,0
2483,6,4
2484,0,0
2485,6,6
2486,6,4
2487,5,6
2488,2,6
2489,1,0
2490,4,3
2491,4,4
2492,1,0
2493,2,6
2494,1,0
2495,3,6
2496,6,0
2497,0,6
2498,3,4
2499,7,0
2500,3,3
2501,0,0
2502,5,6
2503,0,6
2504,3,6
2505,5,6
2506,5,6
2507,1,6
2508,1,0
2509,4,0
2510,4,4
2511,2,6
2512,4,6
2513,6,0
2514,6,6
2515,4,3
2516,3,6
2517,0,3
2518,2,6
2519,4,0
2520,4,6
2521,3,6
2522,4,6
2523,7,0
2524,5,6
2525,8,0
2526,1,0
2527,1,6
2528,7,4
2529,6,4
2530,1,0
2531,6,3
2532,1,0
2533,4,6
2534,3,6
2535,1,0
2536,3,3
2537,7,0
2538,0,0
2539,4,4
2540,7,4
2541,3,6
2542,6,6
2543,0,0
2544,1,0
2545,3,6
2546,7,4
2547,1,3
2548,5,6
2549,2,0
2550,1,0
2551,3,6
2552,1,0
2553,5,6
2554,1,0
2555,7,4
2556,4,6
2557,2,0
2558,5,0
2559,1,0
2560,2,0
2561,2,6
2562,1,0
2563,1,0
2564,6,3
2565,1,0
2566,6,0
2567,4,6
2568,0,0
2569,1,0
2570,7,0
2571,1,0
2572,1,0
2573,3,0
2574,4,4
2575,5,0
2576,1,0
2577,1,0
2578,7,0
2579,5,6
2580,5,6
2581,5,0
2582,1,0
2583,4,0
2584,7,4
2585,5,0
2586,5,6
2587,8,6
2588,0,0
2589,2,0
2590,1,0
2591,7,0
2592,2,6
2593,0,4
2594,0,6
2595,0,4
2596,6,0
2597,4,0
2598,3,0
2599,0,6
2600,6,6
2601,4,4
2602,6,6
2603,1,0
2604,6,0
2605,1,0
2606,6,0
2607,6,3
2608,4,6
2609,7,4
2610,6,4
2611,1,6
2612,1,3
2613,0,3
2614,4,4
2615,6,0
2616,1,0
2617,1,0
2618,6,4
2619,1,6
2620,1,0
2621,1,0
2622,2,0
2623,2,6
2624,3,0
2625,4,0
2626,6,4
2627,5,6
2628,1,0
2629,1,0
2630,1,0
2631,1,0
2632,6,4
2633,2,6
2634,5,6
2635,1,6
2636,0,4
2637,5,6
2638,1,0
2639,5,0
2640,3,6
2641,5,6
2642,1,0
2643,0,0
2644,4,6
2645,7,0
2646,7,0
2647,6,3
2648,2,0
2649,1,6
2650,1,3
2651,6,4
2652,5,6
2653,8,6
2654,5,0
2655,5,6
2656,6,4
2657,5,0
2658,0,6
2659,3,0
2660,3,6
2661,0,3
2662,3,6
2663,7,0
2664,5,6
2665,0,0
2666,4,6
2667,7,0
2668,1,0
2669,6,3
2670,6,3
2671,4,6
2672,6,3
2673,1,0
2674,3,6
2675,6,3
2676,8,6
2677,4,6
2678,1,0
2679,5,6
2680,1,3
2681,7,0
2682,2,0
2683,1,0
2684,6,4
2685,4,3
2686,6,3
2687,6,0
2688,8,6
2689,7,6
2690,5,6
2691,1,0
2692,1,0
2693,1,0
2694,1,0
2695,7,0
2696,6,4
2697,5,6
2698,3,6
2699,5,6
2700,6,4
2701,7,6
2702,1,0
2703,6,4
2704,0,0
2705,5,6
2706,3,0
2707,6,6
2708,2,0
2709,5,4
2710,1,0
2711,1,0
2712,6,4
2713,1,0
2714,1,0
2715,5,6
2716,0,3
2717,5,6
2718,1,0
2719,1,0
2720,1,0
2721,0,0
2722,4,3
2723,3,0
2724,3,6
2725,1,0
2726,1,0
2727,1,0
2728,2,6
2729,1,3
2730,4,6
2731,3,6
2732,6,4
2733,1,0
2734,4,4
2735,1,0
2736,7,0
2737,2,0
2738,1,3
2739,1,3
2740,6,4
2741,2,6
2742,7,0
2743,6,3
2744,1,6
2745,8,6
2746,7,6
2747,6,3
2748,6,4
2749,5,0
2750,7,4
2751,1,0
2752,5,6
2753,0,0
2754,1,0
2755,0,4
2756,5,6
2757,1,0
2758,7,6
2759,1,0
2760,3,6
2761,6,4
2762,1,3
2763,1,0
2764,1,0
2765,5,6
2766,1,0
2767,6,0
2768,1,0
2769,2,6
2770,8,6
2771,7,6
2772,2,6
2773,4,4
2774,6,6
2775,2,0
2776,7,4
2777,1,0
2778,1,0
2779,4,6
2780,4,4
2781,1,0
2782,2,0
2783,2,0
2784,2,0
2785,5,0
2786,7,0
2787,3,3
2788,1,0
2789,5,6
2790,2,6
2791,6,3
2792,3,6
2793,1,0
2794,4,4
2795,6,3
2796,7,0
2797,6,3
2798,4,0
2799,5,6
2800,5,6
2801,4,0
2802,1,0
2803,4,4
2804,4,6
2805,4,6
2806,1,6
2807,1,0
2808,6,3
2809,1,0
2810,4,0
2811,6,3
2812,4,6
2813,6,0
2814,7,0
2815,4,3
2816,7,6
2817,5,3
2818,0,0
2819,4,0
2820,6,3
2821,1,0
2822,5,6
2823,5,6
2824,6,6
2825,1,3
2826,0,0
2827,8,3
2828,6,3
2829,5,6
2830,1,0
2831,0,0
2832,1,6
2833,5,3
2834,1,0
2835,3,3
2836,1,0
2837,2,6
2838,6,4
2839,3,6
2840,4,4
2841,3,4
2842,2,6
2843,3,3
2844,7,0
2845,5,0
2846,5,0
2847,4,4
2848,7,0
2849,0,6
2850,7,6
2851,5,6
2852,5,6
2853,6,0
2854,6,4
2855,3,3
2856,1,0
2857,1,3
2858,1,6
2859,1,0
2860,2,6
2861,0,4
2862,5,0
2863,3,0
2864,5,0
2865,5,0
2866,1,0
2867,1,0
2868,0,6
2869,3,6
2870,1,3
2871,6,4
2872,4,4
2873,7,6
2874,5,0
2875,5,0
2876,6,0
2877,4,6
2878,0,3
2879,4,0
2880,1,0
2881,7,4
2882,6,4
2883,4,0
2884,7,6
2885,5,6
2886,0,0
2887,4,0
2888,3,6
2889,1,0
2890,1,0
2891,1,0
2892,4,0
2893,2,6
2894,1,0
2895,7,0
2896,4,0
2897,1,0
2898,5,6
2899,7,0
2900,1,0
2901,0,0
2902,4,0
2903,2,6
2904,1,0
2905,1,0
2906,2,6
2907,2,0
2908,2,0
2909,0,6
2910,7,0
2911,0,4
2912,6,0
2913,1,0
2914,7,0
2915,6,4
2916,5,4
2917,1,0
2918,5,6
2919,4,3
2920,6,6
2921,0,6
2922,1,0
2923,1,0
2924,1,0
2925,1,3
2926,0,0
2927,5,6
2928,2,6
2929,1,3
2930,7,6
2931,4,6
2932,6,0
2933,5,0
2934,5,6
2935,7,4
2936,4,6
2937,0,4
2938,6,6
2939,1,0
2940,2,6
2941,1,0
2942,1,0
2943,4,4
2944,2,6
2945,6,3
2946,1,0
2947,1,0
2948,2,6
2949,2,0
2950,4,6
2951,1,0
2952,5,4
2953,7,6
2954,0,0
2955,3,3
2956,1,3
2957,0,6
2958,6,3
2959,1,0
2960,6,4
2961,1,0
2962,0,0
2963,7,0
2964,1,3
2965,7,4
2966,0,6
2967,1,3
2968,1,0
2969,1,3
2970,2,6
2971,0,3
2972,7,0
2973,7,0
2974,7,4
2975,0,6
2976,3,6
2977,1,3
2978,5,6
2979,1,3
2980,1,0
2981,7,0
2982,4,0
2983,2,6
2984,1,0
2985,4,0
2986,2,0
2987,4,0
2988,1,0
2989,7,4
2990,1,0
2991,1,0
2992,4,4
2993,1,0
2994,0,0
2995,1,0
2996,1,6
2997,4,0
2998,5,6
2999,6,3
3000,0,0
3001,7,0
3002,2,6
3003,6,0
3004,2,0
3005,6,3
3006,5,6
3007,1,0
3008,3,0
3009,1,0
3010,8,6
3011,5,0
3012,2,6
3013,2,6
3014,4,6
3015,1,3
3016,1,3
3017,7,0
3018,0,0
3019,6,3
3020,1,0
3021,4,6
3022,1,3
3023,2,6
3024,1,0
3025,4,3
3026,4,4
3027,2,0
3028,6,3
3029,1,6
3030,2,6
3031,1,3
3032,0,0
3033,3,6
3034,3,0
3035,0,0
3036,2,6
3037,8,4
3038,4,0
3039,4,6
3040,2,6
3041,6,0
3042,2,6
3043,0,0
3044,1,0
3045,2,6
3046,1,3
3047,5,6
3048,3,3
3049,1,0
3050,6,4
3051,1,0
3052,6,4
3053,1,0
3054,1,0
3055,4,0
3056,6,4
3057,1,0
3058,1,0
3059,1,6
3060,2,6
3061,1,0
3062,2,6
3063,2,6
3064,8,6
3065,0,0
3066,3,6
3067,7,0
3068,6,6
3069,7,0
3070,1,3
3071,4,6
3072,4,4
3073,5,0
3074,8,3
3075,7,6
3076,0,6
3077,1,0
3078,6,3
3079,6,0
3080,4,4
3081,1,0
3082,5,6
3083,3,6
3084,1,3
3085,2,0
3086,1,0
3087,2,0
3088,1,0
3089,7,0
3090,5,6
3091,1,0
3092,4,0
3093,3,0
3094,1,0
3095,0,4
3096,3,3
3097,4,0
3098,7,0
3099,1,0
3100,7,6
3101,1,0
3102,2,6
3103,6,4
3104,1,0
3105,4,0
3106,0,4
3107,1,3
3108,1,6
3109,6,3
3110,1,6
3111,5,6
3112,6,0
3113,8,6
3114,1,3
3115,4,6
3116,1,0
3117,5,0
3118,2,6
3119,1,0
3120,7,4
3121,1,0
3122,1,0
3123,1,0
3124,6,4
3125,7,0
3126,5,6
3127,7,6
3128,5,6
3129,5,6
3130,2,6
3131,1,0
3132,6,3
3133,1,0
3134,6,3
3135,1,3
3136,3,3
3137,0,4
3138,6,3
3139,1,6
3140,6,3
3141,7,0
3142,7,0
3143,1,0
3144,2,6
3145,4,6
3146,3,6
3147,5,6
3148,1,3
3149,1,0
3150,6,4
3151,1,0
3152,1,0
3153,2,6
3154,7,6
3155,6,0
3156,7,0
3157,5,6
3158,8,6
3159,6,3
3160,4,0
3161,3,6
3162,1,0
3163,5,6
3164,6,4
3165,7,6
3166,7,0
3167,0,0
3168,4,6
3169,4,0
3170,5,3
3171,7,0
3172,1,3
3173,6,3
3174,0,0
3175,4,0
3176,5,6
3177,5,6
3178,2,6
3179,0,4
3180,2,0
3181,1,0
3182,3,3
3183,3,6
3184,1,0
3185,6,0
3186,6,4
3187,5,0
3188,1,0
3189,2,6
3190,6,3
3191,5,6
3192,0,4
3193,1,0
3194,2,6
3195,1,0
3196,1,3
3197,1,3
3198,1,3
3199,1,0
3200,1,0
3201,5,6
3202,1,0
3203,1,3
3204,0,4
3205,3,6
3206,4,6
3207,0,4
3208,6,0
3209,1,0
3210,6,3
3211,1,0
3212,0,4
3213,7,0
3214,1,0
3215,6,4
3216,1,3
3217,1,3
3218,1,0
3219,4,4
3220,1,6
3221,3,3
3222,5,6
3223,3,3
3224,0,6
3225,1,0
3226,4,6
3227,3,3
3228,6,4
3229,1,0
3230,1,0
3231,5,0
3232,1,0
3233,6,0
3234,1,0
3235,1,0
3236,6,0
3237,4,0
3238,0,0
3239,1,0
3240,6,6
3241,0,0
3242,1,0
3243,7,4
3244,4,3
3245,5,0
3246,1,3
3247,2,0
3248,3,3
3249,0,0
3250,0,3
3251,1,0
3252,1,0
3253,0,6
3254,7,4
3255,4,4
3256,5,6
3257,3,6
3258,0,0
3259,1,0
3260,3,3
3261,7,0
3262,6,4
3263,6,3
3264,5,4
3265,2,6
3266,1,0
3267,2,6
3268,1,0
3269,0,3
3270,7,0
3271,0,4
3272,6,3
3273,6,4
3274,6,4
3275,5,0
3276,6,0
3277,3,6
3278,1,0
3279,1,6
3280,1,3
3281,2,6
3282,0,4
3283,6,4
3284,7,0
3285,7,4
3286,4,0
3287,6,3
3288,2,0
3289,1,3
3290,4,6
3291,1,0
3292,6,4
3293,6,4
3294,0,6
3295,7,4
3296,3,6
3297,5,0
3298,1,3
3299,7,4
3300,2,6
3301,3,0
3302,6,3
3303,2,6
3304,1,0
3305,3,0
3306,6,4
3307,1,0
3308,1,6
3309,4,6
3310,0,0
3311,1,0
3312,6,4
3313,6,3
3314,1,0
3315,1,0
3316,7,6
3317,0,3
3318,1,0
3319,2,0
3320,7,0
3321,0,6
3322,4,4
3323,2,6
3324,1,0
3325,6,6
3326,3,4
3327,0,3
3328,1,0
3329,3,6
3330,0,0
3331,3,3
3332,1,0
3333,7,0
3334,1,0
3335,2,0
3336,5,6
3337,4,0
3338,1,0
3339,4,0
3340,7,4
3341,1,0
3342,1,3
3343,2,6
3344,5,6
3345,2,6
3346,1,6
3347,1,3
3348,4,4
3349,1,0
3350,0,0
3351,1,0
3352,0,0
3353,3,0
3354,1,3
3355,1,0
3356,2,0
3357,1,0
3358,7,6
3359,5,6
3360,4,6
3361,6,4
3362,8,6
3363,1,0
3364,5,3
3365,1,0
3366,3,3
3367,6,3
3368,3,6
3369,5,0
3370,0,0
3371,2,0
3372,2,6
3373,4,6
3374,1,3
3375,3,0
3376,5,6
3377,6,6
3378,6,3
3379,2,6
3380,2,6
3381,7,6
3382,7,4
3383,1,0
3384,6,3
3385,3,3
3386,0,3
3387,7,6
3388,5,6
3389,0,6
3390,1,0
3391,5,6
3392,3,6
3393,3,0
3394,0,0
3395,6,4
3396,6,4
3397,2,6
3398,6,4
3399,4,6
3400,2,6
3401,2,6
3402,1,0
3403,6,4
3404,0,0
3405,2,6
3406,1,0
3407,1,0
3408,1,0
3409,2,6
3410,4,3
3411,0,0
3412,2,0
3413,1,0
3414,4,4
3415,1,0
3416,6,4
3417,0,6
3418,6,6
3419,1,0
3420,3,3
3421,3,4
3422,1,3
3423,7,4
3424,2,6
3425,6,6
3426,5,6
3427,2,6
3428,2,6
3429,1,0
3430,7,0
3431,6,4
3432,0,0
3433,1,0
3434,5,6
3435,1,0
3436,6,6
3437,1,0
3438,6,4
3439,2,6
3440,5,6
3441,0,4
3442,3,0
3443,3,4
3444,5,6
3445,2,0
3446,4,6
3447,7,4
3448,7,6
3449,1,0
3450,4,0
3451,2,6
3452,0,0
3453,1,6
3454,0,4
3455,6,4
3456,3,3
3457,7,0
3458,3,0
3459,6,4
3460,2,6
3461,3,3
3462,0,0
3463,7,0
3464,1,0
3465,1,0
3466,1,0
3467,3,0
3468,1,0
3469,3,3
3470,1,3
3471,4,6
3472,8,4
3473,6,4
3474,5,6
3475,1,0
3476,0,3
3477,5,6
3478,4,0
3479,1,0
3480,2,6
3481,1,0
3482,7,6
3483,6,3
3484,6,6
3485,1,0
3486,5,6
3487,7,0
3488,2,0
3489,4,6
3490,5,3
3491,0,4
3492,5,3
3493,6,3
3494,0,6
3495,2,6
3496,0,0
3497,1,0
3498,6,6
3499,6,6
3500,4,6
3501,2,6
3502,1,0
3503,7,0
3504,5,6
3505,1,0
3506,3,3
3507,2,6
3508,5,6
3509,7,0
3510,3,0
3511,5,6
3512,2,6
3513,5,6
3514,6,6
3515,1,0
3516,7,0
3517,5,6
3518,1,0
3519,6,3
3520,1,0
3521,3,6
3522,2,0
3523,4,3
3524,4,6
3525,4,6
3526,7,0
3527,2,6
3528,3,6
3529,1,0
3530,1,0
3531,1,0
3532,1,3
3533,6,3
3534,1,0
3535,7,0
3536,2,6
3537,0,6
3538,2,6
3539,3,4
3540,7,0
3541,5,6
3542,1,6
3543,7,0
3544,1,0
3545,5,3
3546,6,3
3547,7,0
3548,1,0
3549,1,0
3550,3,3
3551,1,0
3552,3,3
3553,6,3
3554,1,0
3555,4,3
3556,1,0
3557,3,0
3558,1,6
3559,1,3
3560,4,6
3561,1,0
3562,1,0
3563,2,0
3564,5,4
3565,6,3
3566,4,6
3567,2,6
3568,3,0
3569,4,4
3570,1,0
3571,6,4
3572,3,3
3573,2,6
3574,1,0
3575,0,4
3576,3,3
3577,2,6
3578,0,4
3579,4,0
3580,6,6
3581,1,0
3582,5,6
3583,7,0
3584,2,6
3585,0,6
3586,3,0
3587,3,6
3588,1,3
3589,7,4
3590,0,3
3591,2,6
3592,6,3
3593,4,6
3594,6,4
3595,1,0
3596,6,0
3597,2,6
3598,1,0
3599,6,0
3600,6,4
3601,1,3
3602,6,4
3603,1,0
3604,4,0
3605,7,0
3606,6,4
3607,3,0
3608,1,0
3609,3,6
3610,1,0
3611,6,3
3612,5,4
3613,4,3
3614,4,6
3615,6,3
3616,4,4
3617,4,6
3618,5,6
3619,4,6
3620,5,0
3621,0,0
3622,4,4
3623,4,4
3624,1,0
3625,1,6
3626,1,0
3627,7,4
3628,0,6
3629,2,0
3630,3,6
3631,0,4
3632,1,0
3633,2,6
3634,5,0
3635,1,3
3636,4,6
3637,6,3
3638,7,0
3639,6,4
3640,0,6
3641,1,0
3642,5,4
3643,6,3
3644,1,3
3645,3,3
3646,3,6
3647,6,6
3648,1,0
3649,2,0
3650,3,6
3651,1,0
3652,5,0
3653,2,0
3654,6,6
3655,8,6
3656,7,0
3657,1,6
3658,2,6
3659,1,6
3660,5,6
3661,7,0
3662,0,0
3663,5,6
3664,3,3
3665,7,4
3666,5,6
3667,5,6
3668,7,4
3669,3,6
3670,3,6
3671,3,6
3672,3,3
3673,1,6
3674,1,3
3675,6,0
3676,1,0
3677,1,0
3678,1,0
3679,1,0
3680,0,6
3681,1,0
3682,1,3
3683,0,6
3684,5,0
3685,6,0
3686,2,0
3687,7,0
3688,6,3
3689,7,0
3690,4,0
3691,2,0
3692,1,6
3693,3,6
3694,4,4
3695,2,6
3696,3,3
3697,6,3
3698,1,0
3699,1,0
3700,0,3
3701,3,6
3702,6,3
3703,5,6
3704,4,6
3705,7,0
3706,5,0
3707,4,0
3708,1,0
3709,2,6
3710,4,6
3711,1,0
3712,3,0
3713,6,3
3714,6,4
3715,4,0
3716,7,0
3717,3,3
3718,1,6
3719,7,0
3720,6,4
3721,4,0
3722,6,4
3723,6,0
3724,4,0
3725,6,4
3726,1,0
3727,5,6
3728,6,3
3729,3,6
3730,7,4
3731,0,0
3732,1,0
3733,7,0
3734,3,0
3735,7,4
3736,5,6
3737,4,4
3738,5,0
3739,4,6
3740,1,0
3741,1,0
3742,1,0
3743,5,6
3744,1,3
3745,2,0
3746,7,0
3747,4,0
3748,6,4
3749,7,0
3750,1,0
3751,3,0
3752,6,4
3753,0,6
3754,0,0
3755,3,0
3756,6,3
3757,3,6
3758,7,0
3759,1,0
3760,1,0
3761,2,6
3762,1,3
3763,4,6
3764,7,4
3765,4,6
3766,5,6
3767,1,0
3768,3,3
3769,4,6
3770,7,4
3771,3,3
3772,1,0
3773,5,6
3774,1,3
3775,2,0
3776,3,3
3777,6,4
3778,1,0
3779,2,0
3780,2,6
3781,4,0
3782,3,3
3783,1,0
3784,3,3
3785,3,6
3786,2,6
3787,1,0
3788,7,4
3789,1,0
3790,6,4
3791,5,6
3792,3,3
3793,5,6
3794,6,6
3795,1,3
3796,1,3
3797,6,6
3798,6,4
3799,3,3
3800,2,0
3801,3,6
3802,2,0
3803,4,6
3804,3,3
3805,1,6
3806,7,0
3807,3,6
3808,1,0
3809,1,0
3810,3,3
3811,7,4
3812,7,0
3813,3,3
3814,3,0
3815,7,0
3816,0,4
3817,6,4
3818,1,0
3819,0,3
3820,4,0
3821,1,0
3822,2,6
3823,1,3
3824,1,6
3825,5,6
3826,6,6
3827,1,0
3828,5,6
3829,1,6
3830,1,0
3831,1,0
3832,7,0
3833,2,6
3834,1,0
3835,1,0
3836,4,0
3837,1,0
3838,4,6
3839,1,3
3840,3,6
3841,4,6
3842,5,0
3843,1,3
3844,7,0
3845,2,6
3846,6,4
3847,7,0
3848,5,6
3849,1,6
3850,3,3
3851,3,6
3852,3,4
3853,1,0
3854,5,0
3855,2,0
3856,1,0
3857,5,6
3858,7,0
3859,2,6
3860,4,0
3861,6,4
3862,2,6
3863,1,0
3864,6,6
3865,1,3
3866,4,6
3867,3,0
3868,4,0
3869,1,0
3870,4,6
3871,7,0
3872,1,0
3873,5,6
3874,3,0
3875,7,6
3876,5,6
3877,6,4
3878,6,0
3879,6,3
3880,4,6
3881,2,6
3882,3,6
3883,2,6
3884,1,6
3885,1,6
3886,4,6
3887,5,6
3888,7,0
3889,5,3
3890,7,0
3891,6,6
3892,8,0
3893,3,3
3894,4,3
3895,5,0
3896,6,0
3897,7,0
3898,0,0
3899,1,0
3900,5,6
3901,4,0
3902,2,6
3903,4,0
3904,1,0
3905,1,3
3906,1,0
3907,6,3
3908,7,0
3909,5,6
3910,4,3
3911,1,0
3912,7,4
3913,1,0
3914,5,6
3915,8,3
3916,6,3
3917,3,6
3918,5,0
3919,1,3
3920,7,4
3921,2,6
3922,1,3
3923,1,0
3924,1,6
3925,1,0
3926,1,0
3927,5,6
3928,2,0
3929,6,6
3930,7,6
3931,2,6
3932,5,4
3933,3,3
3934,0,4
3935,3,3
3936,6,4
3937,3,0
3938,5,0
3939,8,6
3940,7,4
3941,3,3
3942,7,6
3943,2,6
3944,3,0
3945,7,0
3946,3,6
3947,2,6
3948,1,0
3949,1,0
3950,5,6
3951,6,0
3952,1,3
3953,7,0
3954,6,4
3955,6,6
3956,1,0
3957,1,0
3958,0,4
3959,6,6
3960,3,0
3961,1,0
3962,7,6
3963,1,0
3964,6,4
3965,1,0
3966,4,6
3967,6,6
3968,5,6
3969,1,0
3970,6,4
3971,2,6
3972,2,6
3973,5,6
3974,4,0
3975,1,0
3976,0,4
3977,2,0
3978,4,0
3979,1,0
3980,1,0
3981,4,6
3982,5,6
3983,2,6
3984,1,0
3985,6,3
3986,5,0
3987,0,4
3988,1,0
3989,1,0
3990,5,6
3991,6,4
3992,1,0
3993,1,3
3994,1,6
3995,3,0
3996,0,0
3997,6,4
3998,4,6
3999,6,0
4000,1,0
4001,3,0
4002,2,6
4003,3,3
4004,1,3
4005,4,6
4006,6,3
4007,6,6
4008,5,6
4009,1,3
4010,5,0
4011,3,6
4012,0,6
4013,1,0
4014,4,6
4015,7,0
4016,2,0
4017,1,0
4018,1,6
4019,5,0
4020,1,0
4021,2,6
4022,3,4
4023,0,0
4024,0,0
4025,0,6
4026,3,6
4027,1,3
4028,6,0
4029,0,0
4030,5,6
4031,5,6
4032,1,0
4033,3,6
4034,4,6
4035,3,3
4036,7,0
4037,7,0
4038,8,6
4039,1,0
4040,6,4
4041,3,6
4042,4,6
4043,6,3
4044,1,0
4045,1,0
4046,0,4
4047,1,0
4048,7,0
4049,3,6
4050,1,0
4051,6,0
4052,1,0
4053,6,6
4054,1,0
4055,2,0
4056,7,0
4057,6,4
4058,5,0
4059,6,4
4060,4,0
4061,0,4
4062,2,6
4063,3,4
4064,6,3
4065,1,6
4066,1,0
4067,1,3
4068,6,6
4069,2,0
4070,1,3
4071,5,6
4072,5,6
4073,1,3
4074,0,0
4075,8,3
4076,2,0
4077,2,0
4078,1,0
4079,4,0
4080,1,0
4081,3,6
4082,7,0
4083,3,6
4084,0,0
4085,1,0
4086,5,6
4087,1,0
4088,3,6
4089,2,6
4090,1,0
4091,1,0
4092,6,4
4093,2,6
4094,5,4
4095,0,0
4096,1,0
4097,1,0
4098,5,6
4099,4,6
4100,1,0
4101,2,6
4102,1,0
4103,4,0
4104,8,6
4105,1,0
4106,5,0
4107,2,6
4108,1,0
4109,3,3
4110,2,6
4111,0,6
4112,3,6
4113,5,0
4114,1,0
4115,2,0
4116,0,6
4117,4,0
4118,1,0
4119,1,0
4120,7,0
4121,2,0
4122,1,0
4123,4,4
4124,0,4
4125,1,0
4126,0,6
4127,6,3
4128,1,0
4129,5,6
4130,1,3
4131,1,0
4132,3,6
4133,1,6
4134,3,3
4135,1,3
4136,1,0
4137,1,0
4138,2,6
